child,field,target,targetField,cardinality,kind,nullable,populated,total,tier,administrative,notes
Charge_Component__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,0,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship."
Charge_Component__c,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
Charge_Component__c,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
Contact,MasterRecordId,Contact,Id,N:1,Standard reference,True,0,3,support,False,
Contact,AccountId,Account,Id,N:1,Standard reference,True,3,3,support,False,
Contact,ReportsToId,Contact,Id,N:1,Standard reference,True,0,3,support,False,
Contact,OwnerId,User,Id,N:1,Standard reference,False,,3,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Contact,CreatedById,User,Id,N:1,Standard reference,False,,3,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Contact,LastModifiedById,User,Id,N:1,Standard reference,False,,3,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Contact,IndividualId,Individual,Id,N:1,Standard reference,True,0,3,support,False,Target is outside the described Tableau scope; target rows were not profiled.
Contract,AccountId,Account,Id,N:1,Standard reference,False,0,0,support,False,Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
Contract,Pricebook2Id,Pricebook2,Id,N:1,Standard reference,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
Contract,OwnerId,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
Contract,CompanySignedId,User,Id,N:1,Standard reference,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
Contract,CustomerSignedId,Contact,Id,N:1,Standard reference,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
Contract,ActivatedById,User,Id,N:1,Standard reference,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
Contract,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
Contract,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
Cross_Sell_Product_Link__c,CreatedById,User,Id,N:1,Standard reference,False,,4,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Cross_Sell_Product_Link__c,LastModifiedById,User,Id,N:1,Standard reference,False,,4,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Cross_Sell_Product_Link__c,Source_Inventory__c,Inventory__c,Id,N:1,Master-detail,False,4,4,core,False,Child reference is required by schema. This does not mean every parent has a child.
Cross_Sell_Product_Link__c,Target_Inventory__c,Inventory__c,Id,N:1,Lookup,True,4,4,core,False,
In_App_Checklist_Settings__c,SetupOwnerId,Organization,Id,N:1 per target type,Polymorphic reference,True,3,3,support,False,"One field can reference one of Organization, Profile, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled."
In_App_Checklist_Settings__c,SetupOwnerId,Profile,Id,N:1 per target type,Polymorphic reference,True,3,3,support,False,"One field can reference one of Organization, Profile, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled."
In_App_Checklist_Settings__c,SetupOwnerId,User,Id,N:1 per target type,Polymorphic reference,True,3,3,support,False,"One field can reference one of Organization, Profile, User. Coverage is field-level across all targets; isolate the target type before joining."
In_App_Checklist_Settings__c,CreatedById,User,Id,N:1,Standard reference,False,,3,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
In_App_Checklist_Settings__c,LastModifiedById,User,Id,N:1,Standard reference,False,,3,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Integration_Log__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,103870,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child."
Integration_Log__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,103870,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child."
Integration_Log__c,CreatedById,User,Id,N:1,Standard reference,False,,103870,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Integration_Log__c,LastModifiedById,User,Id,N:1,Standard reference,False,,103870,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Inventory_Event__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,865,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child."
Inventory_Event__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,865,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child."
Inventory_Event__c,CreatedById,User,Id,N:1,Standard reference,False,,865,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Inventory_Event__c,LastModifiedById,User,Id,N:1,Standard reference,False,,865,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Inventory_Event__c,Inventory__c,Inventory__c,Id,N:1,Lookup,True,865,865,core,False,
Inventory__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,1058,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child."
Inventory__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,1058,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child."
Inventory__c,CreatedById,User,Id,N:1,Standard reference,False,,1058,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Inventory__c,LastModifiedById,User,Id,N:1,Standard reference,False,,1058,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Lead,MasterRecordId,Lead,Id,N:1,Standard reference,True,0,7,support,False,
Lead,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,7,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child."
Lead,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,7,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child."
Lead,ConvertedAccountId,Account,Id,N:1,Standard reference,True,1,7,support,False,
Lead,ConvertedContactId,Contact,Id,N:1,Standard reference,True,1,7,support,False,
Lead,ConvertedOpportunityId,Opportunity,Id,N:1,Standard reference,True,0,7,support,False,
Lead,CreatedById,User,Id,N:1,Standard reference,False,,7,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Lead,LastModifiedById,User,Id,N:1,Standard reference,False,,7,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Lead,IndividualId,Individual,Id,N:1,Standard reference,True,0,7,support,False,Target is outside the described Tableau scope; target rows were not profiled.
Membership_Item_Price__c,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
Membership_Item_Price__c,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
Membership_Item_Price__c,Audience_Sub_Category__c,Audience_Sub_Category__c,Id,N:1,Lookup,True,0,0,core,False,Child table is currently empty; this is an available schema relationship.
Membership_Item_Price__c,Membership_Item__c,Membership_Item__c,Id,N:1,Master-detail,False,0,0,core,False,Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
Membership_Item__c,CreatedById,User,Id,N:1,Standard reference,False,,13,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Membership_Item__c,LastModifiedById,User,Id,N:1,Standard reference,False,,13,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Membership_Item__c,Membership__c,Membership__c,Id,N:1,Master-detail,False,13,13,core,False,Child reference is required by schema. This does not mean every parent has a child.
Membership__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,13,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child."
Membership__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,13,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child."
Membership__c,CreatedById,User,Id,N:1,Standard reference,False,,13,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Membership__c,LastModifiedById,User,Id,N:1,Standard reference,False,,13,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Membership__c,Inventory__c,Inventory__c,Id,N:1,Lookup,True,13,13,core,False,
Opportunity,AccountId,Account,Id,N:1,Standard reference,True,50,50,support,False,
Opportunity,CampaignId,Campaign,Id,N:1,Standard reference,True,8,50,support,False,
Opportunity,Pricebook2Id,Pricebook2,Id,N:1,Standard reference,True,12,50,support,False,
Opportunity,OwnerId,User,Id,N:1,Standard reference,False,,50,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Opportunity,CreatedById,User,Id,N:1,Standard reference,False,,50,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Opportunity,LastModifiedById,User,Id,N:1,Standard reference,False,,50,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Opportunity,ContactId,Contact,Id,N:1,Standard reference,True,6,50,support,False,
Opportunity,SyncedQuoteId,Quote,Id,N:1,Standard reference,True,0,50,support,False,Target is outside the described Tableau scope; target rows were not profiled.
Opportunity,ContractId,Contract,Id,N:1,Standard reference,True,0,50,support,False,
Opportunity,LastAmountChangedHistoryId,OpportunityHistory,Id,N:1,Standard reference,True,0,50,support,False,Target is outside the described Tableau scope; target rows were not profiled.
Opportunity,LastCloseDateChangedHistoryId,OpportunityHistory,Id,N:1,Standard reference,True,0,50,support,False,Target is outside the described Tableau scope; target rows were not profiled.
OpportunityLineItem,OpportunityId,Opportunity,Id,N:1,Standard reference,False,0,0,support,False,Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
OpportunityLineItem,PricebookEntryId,PricebookEntry,Id,N:1,Standard reference,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
OpportunityLineItem,Product2Id,Product2,Id,N:1,Standard reference,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
OpportunityLineItem,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
OpportunityLineItem,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
Order,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,409280,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child."
Order,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,409280,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child."
Order,ContractId,Contract,Id,N:1,Standard reference,True,0,409280,support,False,
Order,AccountId,Account,Id,N:1,Standard reference,True,409280,409280,core,False,"Order purchaser role, including anonymous fallback accounts."
Order,Pricebook2Id,Pricebook2,Id,N:1,Standard reference,True,0,409280,support,False,
Order,OriginalOrderId,Order,Id,N:1,Standard reference,True,0,409280,core,False,
Order,OpportunityId,Opportunity,Id,N:1,Standard reference,True,0,409280,support,False,
Order,QuoteId,Quote,Id,N:1,Standard reference,True,0,409280,support,False,Target is outside the described Tableau scope; target rows were not profiled.
Order,CustomerAuthorizedById,Contact,Id,N:1,Standard reference,True,0,409280,support,False,
Order,CompanyAuthorizedById,User,Id,N:1,Standard reference,True,0,409280,support,False,
Order,BillToContactId,Contact,Id,N:1,Standard reference,True,0,409280,support,False,
Order,ShipToContactId,Contact,Id,N:1,Standard reference,True,0,409280,support,False,
Order,ActivatedById,User,Id,N:1,Standard reference,True,0,409280,support,False,
Order,CreatedById,User,Id,N:1,Standard reference,False,,409280,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Order,LastModifiedById,User,Id,N:1,Standard reference,False,,409280,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
OrderItem,Product2Id,Product2,Id,N:1,Standard reference,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
OrderItem,OrderId,Order,Id,N:1,Standard reference,False,0,0,support,False,Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
OrderItem,PricebookEntryId,PricebookEntry,Id,N:1,Standard reference,False,0,0,support,False,Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
OrderItem,OriginalOrderItemId,OrderItem,Id,N:1,Standard reference,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
OrderItem,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
OrderItem,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
Order_Movement_Data__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,1073649,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child."
Order_Movement_Data__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,1073649,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child."
Order_Movement_Data__c,CreatedById,User,Id,N:1,Standard reference,False,,1073649,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Order_Movement_Data__c,LastModifiedById,User,Id,N:1,Standard reference,False,,1073649,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Order_Movement_Data__c,Account__c,Account,Id,N:1,Lookup,True,889264,1073649,core,False,Movement holder role; may differ from the order purchaser.
Order_Movement_Data__c,Order_Operation_Data__c,Order_Operation_Data__c,Id,N:1,Lookup,True,1073649,1073649,core,False,
Order_Movement_Data__c,Order__c,Order,Id,N:1,Lookup,True,1073649,1073649,core,False,
Order_Operation_Data__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,934482,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child."
Order_Operation_Data__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,934482,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child."
Order_Operation_Data__c,CreatedById,User,Id,N:1,Standard reference,False,,934482,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Order_Operation_Data__c,LastModifiedById,User,Id,N:1,Standard reference,False,,934482,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Order_Operation_Data__c,Inventory__c,Inventory__c,Id,N:1,Lookup,True,324527,934482,core,False,
Order_Operation_Data__c,Order__c,Order,Id,N:1,Lookup,True,934482,934482,core,False,
Order_Operation_Data__c,Parent_Operation__c,Order_Operation_Data__c,Id,N:1,Lookup,True,371316,934482,core,False,
Pack__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,35,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child."
Pack__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,35,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child."
Pack__c,CreatedById,User,Id,N:1,Standard reference,False,,35,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Pack__c,LastModifiedById,User,Id,N:1,Standard reference,False,,35,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Pack__c,Inventory__c,Inventory__c,Id,N:1,Lookup,True,35,35,core,False,
Package_Line__c,CreatedById,User,Id,N:1,Standard reference,False,,112,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Package_Line__c,LastModifiedById,User,Id,N:1,Standard reference,False,,112,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
